metric,server_threads,Count,Mean,StdDev,Min,Q1,Median,Q3,Max
restart,8,1280,126.956192975,55.094628668297574,28.105884,80.01664224999999,126.70663400000001,173.18084,232.631907
restart,16,1280,103.1982398890625,38.92797830794265,29.1126,70.007044,102.57961449999999,136.2750235,201.494601
restart,32,1280,125.653852453125,43.711146143514014,29.145661,96.43793550000001,127.21607900000001,160.09176625,226.242455
