MPI_Processes,Memory_MB,Backend_Processes,Trial_Iteration,Checkpoint_min,Init_min,Memory Reg_min,Total_Execution_Sec_min,lib_Checkpoint Total_min,lib_Mem DeReg Wait_min,lib_Memory Copy_min,lib_Wait for checkpoint_min,Checkpoint_mean,Init_mean,Memory Reg_mean,Total_Execution_Sec_mean,lib_Checkpoint Total_mean,lib_Mem DeReg Wait_mean,lib_Memory Copy_mean,lib_Wait for checkpoint_mean,Checkpoint_median,Init_median,Memory Reg_median,Total_Execution_Sec_median,lib_Checkpoint Total_median,lib_Mem DeReg Wait_median,lib_Memory Copy_median,lib_Wait for checkpoint_median,Checkpoint_max,Init_max,Memory Reg_max,Total_Execution_Sec_max,lib_Checkpoint Total_max,lib_Mem DeReg Wait_max,lib_Memory Copy_max,lib_Wait for checkpoint_max
64,1024,16,4,462.340086,2644.537087,217.929816,554.322594,462.28915,1.056421,460.599937,1.086707,468.88093002604165,3298.363073875,356.84323128125,554.322594,468.8499822708333,3995.2325425208332,466.6833595526316,1.9221306510416667,467.9252785,3239.780227,346.86283000000003,554.322594,467.9042565,1.0670905,466.554085,1.100649,482.376363,3809.938979,546.040299,554.322594,482.328543,19607.229358,473.794692,9.245723
64,1024,16,5,454.700975,2792.504153,242.747432,555.277893,454.652142,1.05636,453.028933,1.091237,468.8991950885417,3351.76598559375,365.137488484375,555.277893,468.88168438947366,3961.677195203125,466.581892569149,1.9610559210526315,467.7808135,3288.365361,363.391428,555.277893,467.764027,1.0635539999999999,466.2865375,1.1030035,481.478205,3838.563454,536.38891,555.277893,481.429883,19617.257988,472.3753,9.524799
64,1024,16,6,464.215627,2479.966091,208.78571,554.426655,464.196802,1.055739,461.565792,1.086468,473.91553657291666,3236.827338296875,400.0454430625,554.426655,469.1024468235294,4120.507093697916,466.7914462,1.8795835781249999,468.78779699999996,3208.164844,393.18636949999996,554.426655,468.256823,1.064736,466.562415,1.1015755,494.68915,3747.878601,595.518168,554.426655,480.099347,20005.40811,475.369644,8.444142
64,1024,16,7,453.856104,2814.516692,231.558452,554.286603,453.820006,1.056782,452.143135,1.044919,468.7286372916667,3364.568752578125,416.943458265625,554.286603,468.6921812789473,3957.7801332864583,466.6723011871657,1.8018479427083334,468.06983349999996,3377.7303965,395.111472,554.286603,468.01274450000005,1.065944,466.436168,1.103855,481.381933,3856.129924,678.407001,554.286603,481.327531,19540.140685,475.045733,9.176803
64,1024,16,8,454.724094,2544.944828,227.311904,554.968024,454.67457,1.055218,452.922298,1.085836,468.64230158333334,3361.8182307656252,373.365950203125,554.968024,468.6277113578947,3980.4723984375,466.504251106383,1.8820337864583332,467.813275,3228.69958,345.7361615,554.968024,467.780233,1.06418,466.376912,1.10114,483.143917,4073.303457,633.158501,554.968024,483.082972,19581.976202,473.606735,9.957414
64,1024,16,9,461.219599,2608.433206,221.799002,554.75401,461.171849,1.05675,459.466606,1.087468,468.9289019166667,3353.033353875,371.91182203125,554.75401,468.87255045026177,4179.890488598959,466.52448578306877,2.093315526315789,468.05701550000003,3305.3639025,368.672841,554.75401,468.009902,1.0638735000000001,466.297768,1.105709,482.623041,3841.065143,601.967711,554.75401,482.55364,20537.480918,473.691679,9.979816
128,64,16,0,52.139337,1913.818841,26.537686,56.032037,49.269336,1.057264,44.985808,1.038869,59.69413367447917,5469.828184273438,75.046215375,56.032037,58.7707872890625,286.5348345390625,55.20762238541667,2.5419769162303663,57.948278,5831.2582065,74.118492,56.032037,57.5483035,1.0711255,55.616284500000006,1.3103609999999999,72.329544,6856.718023,139.797318,56.032037,70.45607,1641.149,65.235886,11.968541
128,64,16,1,48.9405,1834.588935,26.51994,55.893079,48.849057,1.030865,47.063841,1.07075,58.416906359375,5839.146832164062,97.14122371875,55.893079,58.36853026701571,405.25137685416666,55.17874240992167,2.849630627296588,57.338708,6164.621514500001,100.23603650000001,55.893079,57.2619035,1.077302,55.561547,1.136373,73.76623,7342.637472,214.516022,55.893079,73.675048,2114.7437,64.772539,13.053428
128,64,16,2,49.956881,2164.892912,29.069663,55.610554,49.842885,1.057174,47.68745,1.051053,58.5301117421875,5807.12768846875,94.140669875,55.610554,58.44685834635417,382.2395885416667,55.115678665789474,3.0646276449086165,57.258783,6029.322609,98.518338,55.610554,57.191727,1.0682905,55.559468,1.136294,70.968002,7204.450173,146.294933,55.610554,70.917857,2090.236783,60.254123,13.752731
128,64,16,3,50.697799,1980.342125,28.684901,56.382458,50.640842,1.056943,48.925356,1.071211,58.3604157109375,6150.5950413125,95.233333625,56.382458,58.28929842670156,369.6077820052083,55.13659520887729,2.861611595300261,57.180244,6522.422596,92.3538595,56.382458,57.140133500000005,1.0675485,55.44998,1.146843,71.369457,7579.550192,185.595162,56.382458,71.281621,2022.061504,59.679509,13.113242
