MPI_Processes,Memory_MB,Backend_Processes,Trial_Iteration,Rank,Metric,Time
64,64,16,0,-1,lib_Mem DeReg Wait,1.056392
64,64,16,0,-1,lib_Mem DeReg Wait,1.060689
64,64,16,0,-1,lib_Mem DeReg Wait,1.060099
64,64,16,0,-1,lib_Mem DeReg Wait,1.057133
64,64,16,0,-1,lib_Mem DeReg Wait,1.058225
64,64,16,0,-1,lib_Mem DeReg Wait,1.058466
64,64,16,0,-1,lib_Mem DeReg Wait,1.057093
64,64,16,0,-1,lib_Mem DeReg Wait,1.060149
64,64,16,0,-1,lib_Mem DeReg Wait,1.058586
64,64,16,0,-1,lib_Mem DeReg Wait,1.057664
64,64,16,0,-1,lib_Mem DeReg Wait,1.058386
64,64,16,0,-1,lib_Mem DeReg Wait,1.058836
64,64,16,0,-1,lib_Mem DeReg Wait,1.058486
64,64,16,0,-1,lib_Mem DeReg Wait,1.057354
64,64,16,0,-1,lib_Mem DeReg Wait,1.041394
64,64,16,0,-1,lib_Mem DeReg Wait,1.041624
64,64,16,0,-1,lib_Mem DeReg Wait,1.042837
64,64,16,0,-1,lib_Mem DeReg Wait,1.061802
64,64,16,0,-1,lib_Mem DeReg Wait,1.032667
64,64,16,0,-1,lib_Mem DeReg Wait,1.059438
64,64,16,0,-1,lib_Mem DeReg Wait,1.047506
64,64,16,0,-1,lib_Mem DeReg Wait,1.034721
64,64,16,0,-1,lib_Mem DeReg Wait,1.045391
64,64,16,0,-1,lib_Mem DeReg Wait,1.057223
64,64,16,0,-1,lib_Mem DeReg Wait,1.062824
64,64,16,0,-1,lib_Mem DeReg Wait,1.042716
64,64,16,0,-1,lib_Mem DeReg Wait,1.060751
64,64,16,0,-1,lib_Mem DeReg Wait,1.065849
64,64,16,0,-1,lib_Mem DeReg Wait,1.043157
64,64,16,0,-1,lib_Mem DeReg Wait,1.05584
64,64,16,0,-1,lib_Mem DeReg Wait,1.056321
64,64,16,0,-1,lib_Mem DeReg Wait,1.042296
64,64,16,0,-1,lib_Mem DeReg Wait,1.059648
64,64,16,0,-1,lib_Mem DeReg Wait,1.064647
64,64,16,0,-1,lib_Mem DeReg Wait,1.033318
64,64,16,0,-1,lib_Mem DeReg Wait,1.061261
64,64,16,0,-1,lib_Mem DeReg Wait,1.072873
64,64,16,0,-1,lib_Mem DeReg Wait,1.064437
64,64,16,0,-1,lib_Mem DeReg Wait,1.035372
64,64,16,0,-1,lib_Mem DeReg Wait,1.064838
64,64,16,0,-1,lib_Mem DeReg Wait,1.060149
64,64,16,0,-1,lib_Mem DeReg Wait,1.057303
64,64,16,0,-1,lib_Mem DeReg Wait,1.045702
64,64,16,0,-1,lib_Mem DeReg Wait,1.033779
64,64,16,0,-1,lib_Mem DeReg Wait,1.035622
64,64,16,0,-1,lib_Mem DeReg Wait,1.042766
64,64,16,0,-1,lib_Mem DeReg Wait,1.038848
64,64,16,0,-1,lib_Mem DeReg Wait,1.057053
64,64,16,0,-1,lib_Mem DeReg Wait,1.061561
64,64,16,0,-1,lib_Mem DeReg Wait,1.061261
64,64,16,0,-1,lib_Mem DeReg Wait,1.06046
64,64,16,0,-1,lib_Mem DeReg Wait,1.059958
64,64,16,0,-1,lib_Mem DeReg Wait,1.06107
64,64,16,0,-1,lib_Mem DeReg Wait,1.035011
64,64,16,0,-1,lib_Mem DeReg Wait,1.058967
64,64,16,0,-1,lib_Mem DeReg Wait,1.057154
64,64,16,0,-1,lib_Mem DeReg Wait,1.063054
64,64,16,0,-1,lib_Mem DeReg Wait,1.059317
64,64,16,0,-1,lib_Mem DeReg Wait,1.040531
64,64,16,0,-1,lib_Mem DeReg Wait,1.039219
64,64,16,0,-1,lib_Mem DeReg Wait,1.048216
64,64,16,0,-1,lib_Mem DeReg Wait,1.046583
64,64,16,0,-1,lib_Mem DeReg Wait,1.059287
64,64,16,0,-1,lib_Memory Copy,29.690851
64,64,16,0,-1,lib_Memory Copy,29.690941
64,64,16,0,-1,lib_Memory Copy,29.673137
64,64,16,0,-1,lib_Memory Copy,29.673158
64,64,16,0,-1,lib_Memory Copy,29.744101
64,64,16,0,-1,lib_Memory Copy,29.754701
64,64,16,0,-1,lib_Memory Copy,29.741125
64,64,16,0,-1,lib_Memory Copy,29.760502
64,64,16,0,-1,lib_Memory Copy,29.79695
64,64,16,0,-1,lib_Memory Copy,29.803824
64,64,16,0,-1,lib_Memory Copy,29.87056
64,64,16,0,-1,lib_Memory Copy,29.870078
64,64,16,0,-1,lib_Memory Copy,29.801229
64,64,16,0,-1,lib_Memory Copy,29.824703
64,64,16,0,-1,lib_Memory Copy,29.851283
64,64,16,0,-1,lib_Memory Copy,29.864618
64,64,16,0,-1,lib_Memory Copy,29.852686
64,64,16,0,-1,lib_Memory Copy,29.863095
64,64,16,0,-1,lib_Memory Copy,29.866602
64,64,16,0,-1,lib_Memory Copy,29.86025
64,64,16,0,-1,lib_Memory Copy,29.907549
64,64,16,0,-1,lib_Memory Copy,29.890477
64,64,16,0,-1,lib_Memory Copy,29.91358
64,64,16,0,-1,lib_Memory Copy,29.898693
64,64,16,0,-1,lib_Memory Copy,29.845532
64,64,16,0,-1,lib_Memory Copy,29.893423
64,64,16,0,-1,lib_Memory Copy,29.898302
64,64,16,0,-1,lib_Memory Copy,29.904132
64,64,16,0,-1,lib_Memory Copy,29.877183
64,64,16,0,-1,lib_Memory Copy,29.876781
64,64,16,0,-1,lib_Memory Copy,29.926405
64,64,16,0,-1,lib_Memory Copy,29.922658
64,64,16,0,-1,lib_Memory Copy,29.835874
64,64,16,0,-1,lib_Memory Copy,29.857475
64,64,16,0,-1,lib_Memory Copy,29.867163
64,64,16,0,-1,lib_Memory Copy,29.868696
64,64,16,0,-1,lib_Memory Copy,29.853878
64,64,16,0,-1,lib_Memory Copy,29.916466
64,64,16,0,-1,lib_Memory Copy,29.914081
64,64,16,0,-1,lib_Memory Copy,29.922798
64,64,16,0,-1,lib_Memory Copy,29.924391
64,64,16,0,-1,lib_Memory Copy,29.936593
64,64,16,0,-1,lib_Memory Copy,29.943326
64,64,16,0,-1,lib_Memory Copy,29.974425
64,64,16,0,-1,lib_Memory Copy,29.9713
64,64,16,0,-1,lib_Memory Copy,29.936604
64,64,16,0,-1,lib_Memory Copy,29.937475
64,64,16,0,-1,lib_Memory Copy,29.949708
64,64,16,0,-1,lib_Memory Copy,30.004051
64,64,16,0,-1,lib_Memory Copy,30.00894
64,64,16,0,-1,lib_Memory Copy,29.998581
64,64,16,0,-1,lib_Memory Copy,30.015642
64,64,16,0,-1,lib_Memory Copy,30.029008
64,64,16,0,-1,lib_Memory Copy,30.032525
64,64,16,0,-1,lib_Memory Copy,30.005144
64,64,16,0,-1,lib_Memory Copy,29.967352
64,64,16,0,-1,lib_Memory Copy,30.037404
64,64,16,0,-1,lib_Memory Copy,30.006285
64,64,16,0,-1,lib_Memory Copy,30.021574
64,64,16,0,-1,lib_Memory Copy,30.046341
64,64,16,0,-1,lib_Memory Copy,30.040871
64,64,16,0,-1,lib_Memory Copy,30.039929
64,64,16,0,-1,lib_Memory Copy,30.043516
64,64,16,0,-1,lib_Memory Copy,30.044407
64,64,16,0,-1,lib_Wait for checkpoint,1.088553
64,64,16,0,-1,lib_Wait for checkpoint,1.076659
64,64,16,0,-1,lib_Wait for checkpoint,1.084705
64,64,16,0,-1,lib_Wait for checkpoint,1.077382
64,64,16,0,-1,lib_Wait for checkpoint,1.085367
64,64,16,0,-1,lib_Wait for checkpoint,1.075087
64,64,16,0,-1,lib_Wait for checkpoint,1.082621
64,64,16,0,-1,lib_Wait for checkpoint,1.08212
64,64,16,0,-1,lib_Wait for checkpoint,1.084314
64,64,16,0,-1,lib_Wait for checkpoint,1.087931
64,64,16,0,-1,lib_Wait for checkpoint,1.088122
64,64,16,0,-1,lib_Wait for checkpoint,1.087941
64,64,16,0,-1,lib_Wait for checkpoint,1.083493
64,64,16,0,-1,lib_Wait for checkpoint,1.075849
64,64,16,0,-1,lib_Wait for checkpoint,1.083973
64,64,16,0,-1,lib_Wait for checkpoint,1.075789
64,64,16,0,-1,lib_Wait for checkpoint,1.085888
64,64,16,0,-1,lib_Wait for checkpoint,1.088773
64,64,16,0,-1,lib_Wait for checkpoint,1.093111
64,64,16,0,-1,lib_Wait for checkpoint,1.087451
64,64,16,0,-1,lib_Wait for checkpoint,1.082851
64,64,16,0,-1,lib_Wait for checkpoint,1.084475
64,64,16,0,-1,lib_Wait for checkpoint,1.077862
64,64,16,0,-1,lib_Wait for checkpoint,1.083383
64,64,16,0,-1,lib_Wait for checkpoint,1.088272
64,64,16,0,-1,lib_Wait for checkpoint,1.090326
64,64,16,0,-1,lib_Wait for checkpoint,1.090416
64,64,16,0,-1,lib_Wait for checkpoint,1.090376
64,64,16,0,-1,lib_Wait for checkpoint,1.088513
64,64,16,0,-1,lib_Wait for checkpoint,1.088423
64,64,16,0,-1,lib_Wait for checkpoint,1.083633
64,64,16,0,-1,lib_Wait for checkpoint,1.092681
64,64,16,0,-1,lib_Wait for checkpoint,1.088743
64,64,16,0,-1,lib_Wait for checkpoint,1.087891
64,64,16,0,-1,lib_Wait for checkpoint,1.092179
64,64,16,0,-1,lib_Wait for checkpoint,1.088332
64,64,16,0,-1,lib_Wait for checkpoint,1.086228
64,64,16,0,-1,lib_Wait for checkpoint,1.084886
64,64,16,0,-1,lib_Wait for checkpoint,1.084725
64,64,16,0,-1,lib_Wait for checkpoint,1.076941
64,64,16,0,-1,lib_Wait for checkpoint,1.085086
64,64,16,0,-1,lib_Wait for checkpoint,1.074877
64,64,16,0,-1,lib_Wait for checkpoint,1.093492
64,64,16,0,-1,lib_Wait for checkpoint,1.091427
64,64,16,0,-1,lib_Wait for checkpoint,1.073975
64,64,16,0,-1,lib_Wait for checkpoint,1.091418
64,64,16,0,-1,lib_Wait for checkpoint,1.09261
64,64,16,0,-1,lib_Wait for checkpoint,1.101366
64,64,16,0,-1,lib_Wait for checkpoint,1.088372
64,64,16,0,-1,lib_Wait for checkpoint,1.097519
64,64,16,0,-1,lib_Wait for checkpoint,1.095516
64,64,16,0,-1,lib_Wait for checkpoint,1.097399
64,64,16,0,-1,lib_Wait for checkpoint,1.098261
64,64,16,0,-1,lib_Wait for checkpoint,1.09774
64,64,16,0,-1,lib_Wait for checkpoint,1.100786
64,64,16,0,-1,lib_Wait for checkpoint,1.095245
64,64,16,0,-1,lib_Wait for checkpoint,1.095455
64,64,16,0,-1,lib_Wait for checkpoint,1.098922
64,64,16,0,-1,lib_Wait for checkpoint,1.095646
64,64,16,0,-1,lib_Wait for checkpoint,1.094764
64,64,16,0,-1,lib_Wait for checkpoint,1.099964
64,64,16,0,-1,lib_Wait for checkpoint,1.09807
64,64,16,0,-1,lib_Wait for checkpoint,1.091549
64,64,16,0,-1,lib_Wait for checkpoint,1.09304
64,64,16,0,0,Checkpoint,31.234311
64,64,16,0,0,Init,2759.226927
64,64,16,0,0,Memory Reg,136.231297
64,64,16,0,0,Restart,198.986569
64,64,16,0,1,Checkpoint,31.30219
64,64,16,0,1,Init,3066.822553
64,64,16,0,1,Memory Reg,98.694163
64,64,16,0,1,Restart,177.954856
64,64,16,0,2,Checkpoint,31.188003
64,64,16,0,2,Init,3371.279112
64,64,16,0,2,Memory Reg,43.255927
64,64,16,0,2,Restart,263.941017
64,64,16,0,3,Checkpoint,31.210506
64,64,16,0,3,Init,2601.430028
64,64,16,0,3,Memory Reg,42.586374
64,64,16,0,3,Restart,91.32572
64,64,16,0,4,Checkpoint,31.101841
64,64,16,0,4,Init,3421.50519
64,64,16,0,4,Memory Reg,105.766137
64,64,16,0,4,Restart,204.874561
64,64,16,0,5,Checkpoint,31.068779
64,64,16,0,5,Init,3396.377413
64,64,16,0,5,Memory Reg,79.406007
64,64,16,0,5,Restart,82.751403
64,64,16,0,6,Checkpoint,31.151144
64,64,16,0,6,Init,3401.569462
64,64,16,0,6,Memory Reg,111.857732
64,64,16,0,6,Restart,144.509606
64,64,16,0,7,Checkpoint,31.01103
64,64,16,0,7,Init,2637.543259
64,64,16,0,7,Memory Reg,70.182165
64,64,16,0,7,Restart,210.121724
64,64,16,0,8,Checkpoint,31.234351
64,64,16,0,8,Init,2759.545037
64,64,16,0,8,Memory Reg,152.602294
64,64,16,0,8,Restart,153.708981
64,64,16,0,9,Checkpoint,31.303011
64,64,16,0,9,Init,2766.573929
64,64,16,0,9,Memory Reg,137.246311
64,64,16,0,9,Restart,175.71363
64,64,16,0,10,Checkpoint,31.187993
64,64,16,0,10,Init,3058.573249
64,64,16,0,10,Memory Reg,106.211697
64,64,16,0,10,Restart,94.398664
64,64,16,0,11,Checkpoint,31.210476
64,64,16,0,11,Init,3083.059687
64,64,16,0,11,Memory Reg,101.636671
64,64,16,0,11,Restart,102.268332
64,64,16,0,12,Checkpoint,31.10146
64,64,16,0,12,Init,3395.332824
64,64,16,0,12,Memory Reg,78.811315
64,64,16,0,12,Restart,171.330736
64,64,16,0,13,Checkpoint,31.068809
64,64,16,0,13,Init,3394.210848
64,64,16,0,13,Memory Reg,123.430593
64,64,16,0,13,Restart,236.585149
64,64,16,0,14,Checkpoint,31.151175
64,64,16,0,14,Init,2905.081368
64,64,16,0,14,Memory Reg,60.476716
64,64,16,0,14,Restart,78.635693
64,64,16,0,15,Checkpoint,31.011211
64,64,16,0,15,Init,2339.354228
64,64,16,0,15,Memory Reg,32.877118
64,64,16,0,15,Restart,209.124534
64,64,16,0,16,Checkpoint,31.246995
64,64,16,0,16,Init,3616.925816
64,64,16,0,16,Memory Reg,73.256421
64,64,16,0,16,Restart,201.126754
64,64,16,0,17,Checkpoint,31.312738
64,64,16,0,17,Init,3625.564964
64,64,16,0,17,Memory Reg,74.946448
64,64,16,0,17,Restart,65.800644
64,64,16,0,18,Checkpoint,31.199576
64,64,16,0,18,Init,2751.491483
64,64,16,0,18,Memory Reg,138.828675
64,64,16,0,18,Restart,92.305768
64,64,16,0,19,Checkpoint,31.213241
64,64,16,0,19,Init,3633.721603
64,64,16,0,19,Memory Reg,61.526054
64,64,16,0,19,Restart,184.145707
64,64,16,0,20,Checkpoint,31.101991
64,64,16,0,20,Init,3618.246015
64,64,16,0,20,Memory Reg,81.704129
64,64,16,0,20,Restart,154.774459
64,64,16,0,21,Checkpoint,31.086302
64,64,16,0,21,Init,2642.064563
64,64,16,0,21,Memory Reg,70.878488
64,64,16,0,21,Restart,79.815769
64,64,16,0,22,Checkpoint,31.163778
64,64,16,0,22,Init,3057.96344
64,64,16,0,22,Memory Reg,101.551721
64,64,16,0,22,Restart,257.318431
64,64,16,0,23,Checkpoint,31.011101
64,64,16,0,23,Init,3630.156802
64,64,16,0,23,Memory Reg,65.136
64,64,16,0,23,Restart,163.838159
64,64,16,0,24,Checkpoint,31.247386
64,64,16,0,24,Init,2763.674703
64,64,16,0,24,Memory Reg,141.712512
64,64,16,0,24,Restart,151.186214
64,64,16,0,25,Checkpoint,31.312338
64,64,16,0,25,Init,3083.298168
64,64,16,0,25,Memory Reg,118.865966
64,64,16,0,25,Restart,252.735601
64,64,16,0,26,Checkpoint,31.196259
64,64,16,0,26,Init,3409.341947
64,64,16,0,26,Memory Reg,104.981517
64,64,16,0,26,Restart,225.2882
64,64,16,0,27,Checkpoint,31.214002
64,64,16,0,27,Init,2769.505777
64,64,16,0,27,Memory Reg,138.595354
64,64,16,0,27,Restart,80.658447
64,64,16,0,28,Checkpoint,31.106881
64,64,16,0,28,Init,3060.907932
64,64,16,0,28,Memory Reg,96.879762
64,64,16,0,28,Restart,77.035256
64,64,16,0,29,Checkpoint,31.086472
64,64,16,0,29,Init,1106.411305
64,64,16,0,29,Memory Reg,46.898214
64,64,16,0,29,Restart,68.563743
64,64,16,0,30,Checkpoint,31.164008
64,64,16,0,30,Init,3417.207417
64,64,16,0,30,Memory Reg,108.095188
64,64,16,0,30,Restart,203.425128
64,64,16,0,31,Checkpoint,31.012713
64,64,16,0,31,Init,3171.355616
64,64,16,0,31,Memory Reg,43.049357
64,64,16,0,31,Restart,239.478605
64,64,16,0,32,Checkpoint,31.290868
64,64,16,0,32,Init,3625.380267
64,64,16,0,32,Memory Reg,75.024105
64,64,16,0,32,Restart,73.792443
64,64,16,0,33,Checkpoint,31.245552
64,64,16,0,33,Init,3057.933233
64,64,16,0,33,Memory Reg,92.134294
